Address,latitude,longtitude,bedrooms,Baths,Space,Price,Description,School Index,Hos Index,Market Index,Crime Index,County
3040 Henderson Mill Rd,33.874577,-84.25309,3,2,"1,569","$249,990 ","3 bed, 2 bath townhouse in 3040 Henderson Mill Rd",15.42214184,14.75909467,11.139439,0.915870242,Dekalb
2107 Starfire Dr NE,33.845043,-84.280624,5,3.5,"3,909","$575,000 ","5 bed, 3.5 bath townhouse in 2107 Starfire Dr NE",13.69618778,11.42438786,10.82949089,1.157414025,Dekalb
6966 Braswell St,33.719572,-84.103796,3,1,"1,163","$64,900 ","3 bed, 1 bath townhouse in 6966 Braswell St",23.78406151,30.6634653,29.03932045,0.538852919,Dekalb
659 Wren Walk,33.776115,-84.124695,4,3,"3,250","$157,080 ","4 bed, 3 bath townhouse in 659 Wren Walk",9.209449583,27.05384352,26.02918768,0.58180259,Dekalb
3015 Klondike Rd,33.695642,-84.108751,3,2,"2,056","$277,000 ","3 bed, 2 bath townhouse in 3015 Klondike Rd",25.20380027,31.2043915,29.05271131,0.542550241,Dekalb
140 Grogans Lndg,33.979447,-84.363023,4,4,"4,168","$550,000 ","4 bed, 4 bath townhouse in 140 Grogans Lndg",19.40975905,16.24505126,17.08988139,0.874711581,Dekalb
2094 Scarbrough Dr,33.729355,-84.173518,3,2.5,"1,678","$65,000 ","3 bed, 2.5 bath townhouse in 2094 Scarbrough Dr",17.73665705,23.99752981,20.06491552,0.701978532,Dekalb
3785 Bouldercrest Rd,33.657947,-84.287414,&nbsp;,&nbsp;,"1,412","$130,000 ","NA bed, NA bath townhouse in 3785 Bouldercrest Rd",17.14687953,18.95273987,15.10131946,1.136059754,Dekalb
2958 Klondike Rd,33.697083,-84.108002,&nbsp;,&nbsp;,896,"$199,000 ","NA bed, NA bath townhouse in 2958 Klondike Rd",25.12260115,31.20786857,29.09650918,0.541598837,Dekalb
2093 Raintree Pl,33.72766,-84.141302,3,2.5,"1,568","$79,000 ","3 bed, 2.5 bath townhouse in 2093 Raintree Pl",20.91158714,27.06812892,24.52192727,0.616232436,Dekalb
3752 Midvale Rd,33.857105,-84.237777,5,4.5,"5,100","$700,000 ","5 bed, 4.5 bath townhouse in 3752 Midvale Rd",14.17193721,15.15886631,13.60650614,0.883017503,Dekalb
5739 Partin Ln,33.59827,-84.29644,4,2.5,"1,874","$104,900 ","4 bed, 2.5 bath townhouse in 5739 Partin Ln",19.76910858,23.03267492,18.7455688,0.951608233,Dekalb
530 Sherwood Oaks Rd,33.782719,-84.153314,3,2,"1,292","$115,000 ","3 bed, 2 bath townhouse in 530 Sherwood Oaks Rd",19.46858897,24.32798788,22.75659623,0.647124473,Dekalb
2912 Payton Rd NE,33.853664,-84.269691,3,3,"2,071","$349,900 ","3 bed, 3 bath townhouse in 2912 Payton Rd NE",14.45761549,12.50687393,11.39120488,1.056741828,Dekalb
4048 Navajo Trl NE,33.911607,-84.332567,5,5.5,"4,300","$1,099,000 ","5 bed, 5.5 bath townhouse in 4048 Navajo Trl NE",15.11377067,9.752640275,10.89427834,1.155992282,Dekalb
2053 S Akin Dr NE,33.837575,-84.282286,5,3.5,"3,900","$1,079,000 ","5 bed, 3.5 bath townhouse in 2053 S Akin Dr NE",13.52929843,10.94058987,10.54468234,1.195464446,Dekalb
5636 Hunters Chase Dr,33.684481,-84.159609,4,2.5,"2,760","$175,000 ","4 bed, 2.5 bath townhouse in 5636 Hunters Chase Dr",21.58139102,27.26396104,23.66121624,0.64506551,Dekalb
3848 Brookcrest Cir,33.745387,-84.235617,3,1.5,"1,254","$83,900 ","3 bed, 1.5 bath townhouse in 3848 Brookcrest Cir",12.39147679,16.98029583,11.62797348,0.96961028,Dekalb
626 Mincey Ct,33.79467,-84.139338,3,2,"1,246","$104,900 ","3 bed, 2 bath townhouse in 626 Mincey Ct",20.23923873,25.37528427,24.3837672,0.610989082,Dekalb
1692 Zemory Dr,33.831276,-84.24278,3,2,"1,538","$165,900 ","3 bed, 2 bath townhouse in 1692 Zemory Dr",15.47380579,11.52955004,13.49479787,0.951095657,Dekalb
14303 Waldrop Cv,33.68291,-84.265379,3,2,"1,292","$48,000 ","3 bed, 2 bath townhouse in 14303 Waldrop Cv",16.97758577,18.48288055,14.34410434,1.072584986,Dekalb
110 Wing Mill Rd,33.977303,-84.364632,6,4.5,"4,110","$524,900 ","6 bed, 4.5 bath townhouse in 110 Wing Mill Rd",19.30315709,16.08813545,16.90367288,0.88491048,Dekalb
1896 Briarlake Cir,33.83839,-84.268608,4,2,"1,753","$269,000 ","4 bed, 2 bath townhouse in 1896 Briarlake Cir",9.923728725,11.6500666,11.57638159,1.091807634,Dekalb
1366 Vista Leaf Dr,33.820315,-84.289794,4,3.5,"2,256","$450,000 ","4 bed, 3.5 bath townhouse in 1366 Vista Leaf Dr",13.50738709,9.420840864,9.830230562,1.323825888,Dekalb
1066 Thornwoode Ln,33.808983,-84.191299,3,2.5,"1,320","$55,900 ","3 bed, 2.5 bath townhouse in 1066 Thornwoode Ln",16.28541422,20.01558512,18.73227478,0.751675019,Dekalb
254 3rd Ave,33.781979,-84.26089,3,1,772,"$170,000 ","3 bed, 1 bath townhouse in 254 3rd Ave",13.51853282,11.97211221,10.55669268,1.140892266,Dekalb
2223 Second Ave,33.7252,-84.308195,3,2.5,"1,631","$195,000 ","3 bed, 2.5 bath townhouse in 2223 Second Ave",11.22366459,12.27408169,10.38152849,1.718414498,Dekalb
1622 Barrington Vw,33.828578,-84.152994,6,6.5,"5,268","$539,000 ","6 bed, 6.5 bath townhouse in 1622 Barrington Vw",19.22835482,23.74121182,23.11853566,0.631812072,Dekalb
5197 Stone Trce,33.797435,-84.18058,3,2,"1,366","$74,900 ","3 bed, 2 bath townhouse in 5197 Stone Trce",17.36262461,21.33043696,19.79293493,0.721465896,Dekalb
3496 Valley Chase Ct,33.680107,-84.180702,3,2.5,"1,168","$85,000 ","3 bed, 2.5 bath townhouse in 3496 Valley Chase Ct",19.57316764,25.63243298,21.41884452,0.698807464,Dekalb
4156 Hanes Dr,33.732443,-84.218353,2,1,912,"$54,895 ","2 bed, 1 bath townhouse in 4156 Hanes Dr",15.94978671,19.43917322,14.91903692,0.872521313,Dekalb
1810 Marlborough Dr,33.97278,-84.307819,6,6.5,"8,612","$1,195,000 ","6 bed, 6.5 bath townhouse in 1810 Marlborough Dr",18.85554875,15.78029,14.76620164,0.811519958,Dekalb
240 Solomon Dr,33.63585,-84.271404,4,3,"2,779","$175,000 ","4 bed, 3 bath townhouse in 240 Solomon Dr",19.72093417,21.5865706,17.44708765,0.972136948,Dekalb
1295 Rustic Ridge Dr NE,33.910785,-84.335685,5,4,"3,723","$939,900 ","5 bed, 4 bath townhouse in 1295 Rustic Ridge Dr NE",15.52771335,9.399813958,10.96251324,1.17567762,Dekalb
2415 Tolliver Dr,33.666871,-84.286381,3,2.5,"1,784","$105,000 ","3 bed, 2.5 bath townhouse in 2415 Tolliver Dr",16.53407728,18.32298278,14.54335801,1.164164492,Dekalb
1766 Austin Dr,33.739735,-84.233787,3,2,"1,326","$139,900 ","3 bed, 2 bath townhouse in 1766 Austin Dr",14.34408809,17.47941541,12.39042405,0.956565979,Dekalb
4650 Club Valley Dr NE,33.879932,-84.348721,7,9,"10,532","$2,600,000 ","7 bed, 9 bath townhouse in 4650 Club Valley Dr NE",16.31983136,9.495114466,9.965718841,1.555001283,Dekalb
4235 Idlewood Parc Ct,33.820972,-84.222763,4,2.5,"2,047","$282,000 ","4 bed, 2.5 bath townhouse in 4235 Idlewood Parc Ct",15.03465493,15.90409673,15.5305913,0.866485276,Dekalb
3914 E Brookhaven Dr NE,33.861434,-84.342233,5,4.5,"4,921","$2,150,000 ","5 bed, 4.5 bath townhouse in 3914 E Brookhaven Dr NE",15.45325562,9.520861506,7.878736956,1.720046642,Dekalb
6487 Alford Cir,33.762814,-84.123039,3,2,"1,206","$103,000 ","3 bed, 2 bath townhouse in 6487 Alford Cir",20.3996771,27.55385466,26.27087366,0.579073111,Dekalb
2728 Ward Lake Ct,33.65408,-84.27935,3,2.5,"2,056","$110,000 ","3 bed, 2.5 bath townhouse in 2728 Ward Lake Ct",16.91646792,19.72773645,15.76910121,1.071937055,Dekalb
2888 Evans Mill Rd,33.700352,-84.116737,&nbsp;,&nbsp;,"2,321","$1,200,000 ","NA bed, NA bath townhouse in 2888 Evans Mill Rd",23.42052235,30.31685803,28.02870952,0.558390595,Dekalb
3399 Spring Chase Ln,33.666814,-84.252114,4,2.5,"1,952","$125,000 ","4 bed, 2.5 bath townhouse in 3399 Spring Chase Ln",18.61327104,20.60534189,15.99264677,0.957756729,Dekalb
2805 Vining Ridge Ter,33.695533,-84.258636,3,2.5,"1,664","$54,900 ","3 bed, 2.5 bath townhouse in 2805 Vining Ridge Ter",16.36935524,18.06855389,13.77137964,1.057971026,Dekalb
4623 Lake Vista Cir,33.647583,-84.202606,4,3.5,"3,069","$299,900 ","4 bed, 3.5 bath townhouse in 4623 Lake Vista Cir",22.27336351,25.67503505,21.08844332,0.733498044,Dekalb
3232 Cates Ave NE,33.883638,-84.344273,4,2.5,"2,379","$569,000 ","4 bed, 2.5 bath townhouse in 3232 Cates Ave NE",16.3409686,9.460946809,10.03478704,1.467007215,Dekalb
8155 Innsbruck Dr,33.972072,-84.330696,3,3,"2,534","$475,000 ","3 bed, 3 bath townhouse in 8155 Innsbruck Dr",18.65424842,15.30212859,15.69696111,0.857338222,Dekalb
379 Greenhaven Rd,33.786125,-84.144956,3,2,"1,756","$125,000 ","3 bed, 2 bath townhouse in 379 Greenhaven Rd",19.88890346,25.0357006,23.7194008,0.625779171,Dekalb
670 Belgrave Ln,33.882871,-84.175306,4,3.5,"4,126","$284,900 ","4 bed, 3.5 bath townhouse in 670 Belgrave Ln",19.2524058,22.05495265,21.54046415,0.649136691,Dekalb
3360 Waldrop Trl,33.68475,-84.257362,3,2.5,"1,560","$64,500 ","3 bed, 2.5 bath townhouse in 3360 Waldrop Trl",17.15312095,18.93952936,14.55468329,1.026479945,Dekalb
195 Grogans Lndg,33.978165,-84.361085,5,4.5,"5,060","$499,899 ","5 bed, 4.5 bath townhouse in 195 Grogans Lndg",19.30202459,16.09421634,16.91558278,0.877793079,Dekalb
4889 Wedgewood Way,33.73876,-84.188834,4,3,"1,926","$137,900 ","4 bed, 3 bath townhouse in 4889 Wedgewood Way",17.68023585,22.12683454,17.14900458,0.754360025,Dekalb
512 Edgefield Dr,33.783154,-84.129715,4,3.5,"2,058","$97,900 ","4 bed, 3.5 bath townhouse in 512 Edgefield Dr",19.54240722,26.45398781,25.45095768,0.591637424,Dekalb
5289 Sandy Lk E,33.661199,-84.174093,8,10,"15,300","$1,299,000 ","8 bed, 10 bath townhouse in 5289 Sandy Lk E",22.5128116,27.21798383,23.18838364,0.666805323,Dekalb
1722 Trotters Ln,33.831874,-84.153748,4,4.5,"3,801","$499,000 ","4 bed, 4.5 bath townhouse in 1722 Trotters Ln",19.01565785,23.65668726,23.07288927,0.632075132,Dekalb
2950 Midway Rd,33.755375,-84.269485,&nbsp;,&nbsp;,"2,592","$600,000 ","NA bed, NA bath townhouse in 2950 Midway Rd",12.20253941,12.56284629,9.747683457,1.234433723,Dekalb
2175 Meadowcliff Dr NE,33.847576,-84.298629,5,5.5,"4,380","$1,300,000 ","5 bed, 5.5 bath townhouse in 2175 Meadowcliff Dr NE",14.00569606,10.33032578,9.659632788,1.29554362,Dekalb
2137 Minute Ct,33.84643,-84.154742,4,4,"3,073","$299,000 ","4 bed, 4 bath townhouse in 2137 Minute Ct",19.09332278,23.53555289,23.15745281,0.626837466,Dekalb
3715 Chimney Ridge Ct,33.660636,-84.232485,3,2,"1,658","$94,000 ","3 bed, 2 bath townhouse in 3715 Chimney Ridge Ct",19.75067867,22.49912114,17.02963735,0.856424915,Dekalb
4035 Brookcrest Cir,33.745553,-84.24151,5,3,"2,560","$149,000 ","5 bed, 3 bath townhouse in 4035 Brookcrest Cir",13.35863379,16.34046423,10.10726947,1.006070428,Dekalb
4124 Club Dr NE,33.867938,-84.356573,4,3.5,"4,601","$1,699,000 ","4 bed, 3.5 bath townhouse in 4124 Club Dr NE",16.09661306,9.670620617,9.63596851,1.873247679,Dekalb
4500 Club Valley Dr NE,33.877761,-84.353523,6,4.5,"5,634","$1,895,000 ","6 bed, 4.5 bath townhouse in 4500 Club Valley Dr NE",16.33058418,9.540577157,9.998822178,1.640440931,Dekalb
958 Calvert Ln NE,33.858417,-84.356239,4,3,"3,682","$849,000 ","4 bed, 3 bath townhouse in 958 Calvert Ln NE",15.73732331,9.490206999,9.228767546,2.128764161,Dekalb
2413 Echo Dr NE,33.850456,-84.289564,5,5.5,"5,927","$1,175,000 ","5 bed, 5.5 bath townhouse in 2413 Echo Dr NE",12.96277847,11.10911119,10.32915108,1.206125218,Dekalb
1701 Redan W,33.740768,-84.131699,4,3.5,"2,049","$84,000 ","4 bed, 3.5 bath townhouse in 1701 Redan W",20.52221494,27.47351648,25.46602077,0.596542448,Dekalb
3092 Leeland Rd,33.751743,-84.263413,2,2,"1,080","$119,000 ","2 bed, 2 bath townhouse in 3092 Leeland Rd",12.93524276,13.54055988,9.840146373,1.175317655,Dekalb
1416 Hidden Hills Pkwy,33.750639,-84.175253,4,3,"3,566","$159,800 ","4 bed, 3 bath townhouse in 1416 Hidden Hills Pkwy",17.99064976,23.04761048,19.94484418,0.711188762,Dekalb
521 Navarre Dr,33.782275,-84.152768,3,1.5,"1,602","$89,900 ","3 bed, 1.5 bath townhouse in 521 Navarre Dr",19.49246723,24.38911785,22.81760244,0.64579535,Dekalb
5112 Huxley Rd,33.777142,-84.183434,3,2,"1,200","$80,000 ","3 bed, 2 bath townhouse in 5112 Huxley Rd",17.24422392,21.43505502,19.30026428,0.736531705,Dekalb
1010 Wingate Way,33.967529,-84.352829,2,2,"1,142","$115,000 ","2 bed, 2 bath townhouse in 1010 Wingate Way",18.24815072,14.95803629,15.64496817,0.911308952,Dekalb
7014 Wind Run Way,33.793421,-84.101075,4,2.5,"2,425","$144,900 ","4 bed, 2.5 bath townhouse in 7014 Wind Run Way",22.54574594,28.49753309,28.69515766,0.534852206,Dekalb
473 Allgood Cir,33.784411,-84.210538,3,2,"1,278","$84,500 ","3 bed, 2 bath townhouse in 473 Allgood Cir",15.28106535,18.22774405,16.4165057,0.838110408,Dekalb
6043 Giles Rd,33.733154,-84.141958,4,3.5,"4,639","$400,000 ","4 bed, 3.5 bath townhouse in 6043 Giles Rd",20.49495669,26.80977708,24.34774006,0.618743852,Dekalb
5909 Wellborn Trl,33.723306,-84.147749,3,2,"1,604","$104,900 ","3 bed, 2 bath townhouse in 5909 Wellborn Trl",20.27894431,26.64445618,23.81716881,0.630603319,Dekalb
5644 Reynard Trl,33.682308,-84.158989,4,3,"2,812","$187,000 ","4 bed, 3 bath townhouse in 5644 Reynard Trl",21.86605762,27.42407364,23.827213,0.642384255,Dekalb
1154 Stephenson Rd,33.772814,-84.106376,3,3,"1,821","$120,000 ","3 bed, 3 bath townhouse in 1154 Stephenson Rd",22.23130963,28.65695793,28.12280269,0.546357502,Dekalb
3180 Saybrook Dr NE,33.882514,-84.332588,6,5,"6,017","$1,699,000 ","6 bed, 5 bath townhouse in 3180 Saybrook Dr NE",16.01948343,10.01095809,9.58714784,1.376761358,Dekalb
1696 N Druid Hills Rd NE,33.842487,-84.341026,5,5.5,"6,650","$850,000 ","5 bed, 5.5 bath townhouse in 1696 N Druid Hills Rd NE",12.30101182,8.527605545,8.127597555,1.928036255,Dekalb
2639 Danforth Ln,33.82594,-84.280938,6,4.5,"4,689","$550,000 ","6 bed, 4.5 bath townhouse in 2639 Danforth Ln",13.50243,10.42656016,10.49661376,1.222030995,Dekalb
8200 Jett Ferry Rd,33.973958,-84.28892,5,8,"12,468","$3,900,000 ","5 bed, 8 bath townhouse in 8200 Jett Ferry Rd",19.29272346,16.84890266,14.73229461,0.769996149,Dekalb
2585 N Thompson Rd NE,33.861961,-84.326347,3,2,"1,459","$435,000 ","3 bed, 2 bath townhouse in 2585 N Thompson Rd NE",15.05414629,9.713299311,9.06809461,1.491059394,Dekalb
2370 McAfee Rd,33.732284,-84.292994,5,3,"2,630","$169,000 ","5 bed, 3 bath townhouse in 2370 McAfee Rd",12.79468886,12.56782008,10.81323358,1.512746366,Dekalb
1715 Candler Rd,33.740974,-84.289476,&nbsp;,&nbsp;,977,"$110,000 ","NA bed, NA bath townhouse in 1715 Candler Rd",13.01750488,12.00749544,10.61417303,1.495157208,Dekalb
43 Clarendon Ave,33.771427,-84.267815,5,5,"3,650","$745,000 ","5 bed, 5 bath townhouse in 43 Clarendon Ave",12.51539872,11.52826475,9.929947154,1.211743764,Dekalb
3922 Glen Park Dr,33.6673,-84.20522,6,5.5,"2,274","$310,000 ","6 bed, 5.5 bath townhouse in 3922 Glen Park Dr",20.1106435,24.2594864,19.28454032,0.763977998,Dekalb
6097 Windy Ridge Trl,33.751736,-84.129967,5,3.5,"3,766","$205,000 ","5 bed, 3.5 bath townhouse in 6097 Windy Ridge Trl",20.62454955,27.27561621,25.5498335,0.593570147,Dekalb
4396 Denise Dr,33.744583,-84.211044,4,2.5,"2,400","$160,000 ","4 bed, 2.5 bath townhouse in 4396 Denise Dr",16.2434082,19.61693033,15.8110219,0.843413693,Dekalb
4095 Adrian St,33.853222,-84.221054,&nbsp;,&nbsp;,"1,512","$170,000 ","NA bed, NA bath townhouse in 4095 Adrian St",15.77253037,16.88488644,15.737687,0.820094276,Dekalb
5133 Buford Hwy NE,33.892334,-84.283981,&nbsp;,&nbsp;,"1,600","$235,000 ","NA bed, NA bath townhouse in 5133 Buford Hwy NE",15.82880123,12.79494,8.617749012,1.010406007,Dekalb
1018 Ferndale St,33.808311,-84.1791,4,2,"2,160","$149,000 ","4 bed, 2 bath townhouse in 1018 Ferndale St",16.91232847,21.34787075,20.04667199,0.71225928,Dekalb
6927 Deshon Ridge Dr,33.762273,-84.105983,3,2.5,"2,925","$99,900 ","3 bed, 2.5 bath townhouse in 6927 Deshon Ridge Dr",22.7251543,29.00221419,28.22381507,0.546015601,Dekalb
1051 Thornwoode Ln,33.809394,-84.190742,3,2.5,"1,320","$59,900 ","3 bed, 2.5 bath townhouse in 1051 Thornwoode Ln",16.2602301,20.07415213,18.79574688,0.749538323,Dekalb
2397 Candler Rd,33.720245,-84.276855,&nbsp;,&nbsp;,"1,498","$150,000 ","NA bed, NA bath townhouse in 2397 Candler Rd",13.64927131,14.77499726,11.64421448,1.264521897,Dekalb
5250 McCarter Sta,33.767689,-84.174377,3,2.5,"1,210","$90,500 ","3 bed, 2.5 bath townhouse in 5250 McCarter Sta",16.99817419,22.61694896,20.24724761,0.708530488,Dekalb
2438 Drew Valley Rd NE,33.856079,-84.326874,5,4,"3,625","$864,900 ","5 bed, 4 bath townhouse in 2438 Drew Valley Rd NE",14.71765717,9.316272635,8.774715516,1.546870321,Dekalb
2648 Clairmont Rd NE,33.833427,-84.310646,3,2,"1,288","$300,000 ","3 bed, 2 bath townhouse in 2648 Clairmont Rd NE",13.47721726,8.39606163,8.575703089,1.497680799,Dekalb
5561 Glenrich Ct,33.963978,-84.336159,3,3.5,"1,932","$425,000 ","3 bed, 3.5 bath townhouse in 5561 Glenrich Ct",17.49842066,14.47630723,14.97578899,0.898133129,Dekalb
3068 Spring Branch Way,33.88837,-84.221643,5,4,"3,078","$299,000 ","5 bed, 4 bath townhouse in 3068 Spring Branch Way",17.43688405,18.11550791,15.76486647,0.770760408,Dekalb
4693 Thompson Mill Rd,33.69577,-84.197433,4,2.5,"2,766","$170,800 ","4 bed, 2.5 bath townhouse in 4693 Thompson Mill Rd",18.73157238,23.32091779,18.50937555,0.763415865,Dekalb
5633 Stonington Trace Pkwy,33.782291,-84.158699,2,2.5,"1,292","$79,000 ","2 bed, 2.5 bath townhouse in 5633 Stonington Trace Pkwy",19.15500943,23.82142999,22.14013457,0.661358328,Dekalb
2949 Mabry Rd NE,33.874629,-84.345728,6,5.5,"5,899","$1,590,000 ","6 bed, 5.5 bath townhouse in 2949 Mabry Rd NE",16.12533706,9.669480135,9.420093163,1.592944434,Dekalb
4150 Pine Valley Rd,33.845597,-84.218749,2,1,672,"$79,999 ","2 bed, 1 bath townhouse in 4150 Pine Valley Rd",15.83670997,16.90900332,16.00285651,0.821038811,Dekalb
2930 Evans Mill Rd,33.699381,-84.119153,&nbsp;,&nbsp;,"3,400","$799,000 ","NA bed, NA bath townhouse in 2930 Evans Mill Rd",23.52096108,30.14781182,27.78283741,0.56270799,Dekalb
3712 Clairmont Rd,33.868581,-84.30976,3,1,"1,237","$239,900 ","3 bed, 1 bath townhouse in 3712 Clairmont Rd",15.20686177,10.68668834,9.144708782,1.282583897,Dekalb
1094 Thornwoode Ln,33.809528,-84.191551,3,2.5,"1,320","$200,000 ","3 bed, 2.5 bath townhouse in 1094 Thornwoode Ln",16.22304801,19.98208292,18.71008711,0.752239237,Dekalb
6362 Redan Sq,33.741703,-84.129486,2,2.5,"2,049","$74,000 ","2 bed, 2.5 bath townhouse in 6362 Redan Sq",20.95515577,27.63945285,25.71446489,0.591845907,Dekalb
7179 Pinnacle Way,33.777883,-84.094291,4,2.5,"1,832","$110,000 ","4 bed, 2.5 bath townhouse in 7179 Pinnacle Way",23.33716204,29.44642272,29.46942489,0.524822872,Dekalb
4854 Elam Rd,33.77398,-84.194496,&nbsp;,&nbsp;,"1,436","$200,000 ","NA bed, NA bath townhouse in 4854 Elam Rd",16.88150991,20.3318308,18.03664085,0.776249088,Dekalb
2359 Ivey Oaks Pl,33.853157,-84.159661,4,3.5,"3,925","$549,900 ","4 bed, 3.5 bath townhouse in 2359 Ivey Oaks Pl",19.21060094,23.1208109,22.71487834,0.634377839,Dekalb
1859 Georgian Ter,33.870705,-84.312744,5,4,"3,650","$849,900 ","5 bed, 4 bath townhouse in 1859 Georgian Ter",15.22314529,10.61637554,9.385283642,1.294776047,Dekalb
1158 Pin Oak Dr,33.888296,-84.207807,3,2.5,"1,632","$134,900 ","3 bed, 2.5 bath townhouse in 1158 Pin Oak Dr",17.8763445,19.35713917,17.70563749,0.728713043,Dekalb
1012 Madeline Ln,33.973865,-84.351417,4,3.5,"3,012","$487,000 ","4 bed, 3.5 bath townhouse in 1012 Madeline Ln",18.84442906,15.55093708,16.28120265,0.883221356,Dekalb
3112 Lawrenceville Hwy,33.832664,-84.245552,3,1.5,"1,373","$195,000 ","3 bed, 1.5 bath townhouse in 3112 Lawrenceville Hwy",15.42710163,10.80021911,13.20232919,0.963698122,Dekalb
5173 Galleon Xing,33.717432,-84.197297,3,2.5,"2,000","$149,999 ","3 bed, 2.5 bath townhouse in 5173 Galleon Xing",18.08438356,22.23702122,17.24468971,0.77683818,Dekalb
3108 Mabry Rd NE,33.880097,-84.347435,7,9,"10,432","$1,699,000 ","7 bed, 9 bath townhouse in 3108 Mabry Rd NE",16.306379,9.513283706,9.92758402,1.53970508,Dekalb
5224 Hidden Hills Ct,33.744533,-84.175643,4,3.5,"2,778","$89,900 ","4 bed, 3.5 bath townhouse in 5224 Hidden Hills Ct",18.27842589,23.21943712,19.78497563,0.711711343,Dekalb
2837 Davidson Dr,33.703498,-84.113435,5,3,"3,000","$179,000 ","5 bed, 3 bath townhouse in 2837 Davidson Dr",23.10768151,30.47252424,28.31752621,0.553034786,Dekalb
2406 Glenrock Dr,33.718063,-84.256824,4,2.5,"2,062","$189,000 ","4 bed, 2.5 bath townhouse in 2406 Glenrock Dr",12.72745288,16.61394274,11.86981623,1.086937878,Dekalb
2336 Oakshire Ct,33.822765,-84.293352,4,3.5,"2,487","$469,500 ","4 bed, 3.5 bath townhouse in 2336 Oakshire Ct",13.53347673,9.275662048,9.567586276,1.351299276,Dekalb
4736 Redan Rd,33.762619,-84.198189,&nbsp;,&nbsp;,"2,480","$399,900 ","NA bed, NA bath townhouse in 4736 Redan Rd",16.91421627,20.28204216,17.47250748,0.791592852,Dekalb
4468 Covington Hwy,33.747925,-84.221695,&nbsp;,&nbsp;,"1,100","$350,000 ","NA bed, NA bath townhouse in 4468 Covington Hwy",14.8253889,18.34137108,14.46614016,0.894395734,Dekalb
3084 Cleethorpes Dr,33.69439,-84.192985,4,2.5,"2,211","$135,500 ","4 bed, 2.5 bath townhouse in 3084 Cleethorpes Dr",18.7714558,23.79415832,19.15198195,0.747201025,Dekalb
2195 Fellowship Rd,33.848846,-84.2173,&nbsp;,&nbsp;,"2,960","$475,000 ","NA bed, NA bath townhouse in 2195 Fellowship Rd",15.8490125,17.1864295,16.17199762,0.811382417,Dekalb
30 Sweet Cane Ct,33.908748,-83.950433,4,2.5,"2,877","$259,000 ","4 bed, 2.5 bath townhouse in 30 Sweet Cane Ct",32.24921896,35.83683938,45.5501958,0.346724055,Gwinnett
4055 Dollar Cir,34.063001,-84.058178,4,3,"1,953","$199,900 ","4 bed, 3 bath townhouse in 4055 Dollar Cir",29.49603385,34.07362145,41.77236402,0.380058785,Gwinnett
910 Park Creek Cir,33.934623,-84.094262,3,2,"1,264","$145,900 ","3 bed, 2 bath townhouse in 910 Park Creek Cir",21.86511569,26.96041108,32.09296094,0.475273606,Gwinnett
1580 Hornet Ct,34.049251,-83.978902,3,2,"1,120","$135,900 ","3 bed, 2 bath townhouse in 1580 Hornet Ct",34.68863926,37.9554168,48.33769252,0.333408098,Gwinnett
4424 Joseph Dr,33.769533,-84.043985,3,3,"1,764","$125,000 ","3 bed, 3 bath townhouse in 4424 Joseph Dr",28.22113618,33.39129605,35.10079579,0.452263891,Gwinnett
